Start Date,End Date,Headline,Text,Media,Media Credit,Media Caption,Media Thumbnail,Type,Tag
06/20/2012 0:00:00,,POK Anniversary Rally Ends in Riot,,"ABILA, Kronos - POK members held a large demonstration in Abila yesterday.  Several dozen of their supporters held sit-ins in front of the capitol building and the presidential manor, while others took to the streets with their signs and chants.  Police called for the peaceful end to the sit-ins, but were answered with a barrage of rocks and bottles from the crowd.  The violence escalated into a full blown riot and police were forced to use tear gas, pepper spray, water cannons, and beanbags shot from shotguns to control the crowd.

By the time the crowds finally dispersed, several government buildings had been vandalized, two police vehicles were ablaze, and the streets were littered with trash and broken glass.  Several protestors and police were injured, including one heroic police officer who was stabbed by a crazed protestor.",,International News,,,
01/20/2014 0:00:00,,Breaking: Emergency at GAStech Headquarters Building [Updates],,"Update 1:00 PM:  Police have come and gone from the GAStech building, but up to this point no GAStech employees have left the building.  We still have no official word on why the police are present.",,Kronos Star,,,
01/20/2014 0:00:00,,To break off itself: The emergency to GAStech quarters the construction [modernizations],,"Modernization, 1:50 PM:  We have tried twenty new numbers of telephone to GAStech, but no other has answered to has tried to call the coordinator of the sig. Strum still, but has not answered to the telephone.",,Tethys News,,,
08/18/2000 0:00:00,,TISKELE THE EXPLOSION AND THE FIRE OF THE BEND,,"ABILA, Kronos - a spark in GAStech which becomes well at the place of bending internationaal-bezeten Tiskele put underground methaangas to hundreds foot, a causing fire ball and the fire which burned for an approximately hour are the findings of double GAStech - government research of the explosion and the further fire Sunday morning.

Employees celebrate GAStech members to wounds including less important burns and broken boneses. In contrast to previous reports there were no sterfgevallen and nothing which misses as a result of the incident. No local residents were wounded also and although some residents of Elodis of their houses became evacuated the research indicates that the clearance was unnecessary.",,News Desk,,,
01/20/2014 0:00:00,,To break off itself: The emergency to GAStech quarters the construction [modernizations],,"Modernization, 11:45:  The civil employees of fire unit allow that the construction employs it you of GAStech king-enter.",,Tethys News,,,
02/09/2013 0:00:00,,Hospitals of Abila that see the affluence of the designer drug users,,"The department of the emergency in the general hospital of Abila in Kronos has been sunk in the month last through the people who underwent medical complications of designer drugs such as ""caramel of cotton"" and synthetic marijuana, civil employee of the hospital this.

""We have had at least two cases dozen in the last month,"" said Alicia Bianca, in charge of the nurse of the department. ""They crush to Us literally.""",,Everyday News,,,
01/20/2014 0:00:00,,VOICES - a blog about what is important to the people,,1744 - Media reports are coming in that a number of GAStech employees were kidnapped.  The identity of the passengers on the mystery jet that departed earlier today from the Abila Airport remains unknown. 20 Jan 2014,,Homeland Illumination,,,
06/20/2009 0:00:00,,ELIAN KAREL DEAD IN KRONOS JAIL,,"ABILA, Kronos -Elian Karel, age 28, died Friday while unlawfully incarcerated at the Abila City Prison.  He was expecting to be released in the next few days and return to his work with the Protectors of Kronos, and was excited to continue the Protectors of Kronos mission to which he dedicated his life.

Calls to the President's office, the office of the Minister of Justice and the office of the Chief of Police were not immediately returned.",,News Online Today,,,
07/28/2011 0:00:00,,POK Geëtiketteerdi a public threat,,"ABILA, Kronos - in a declaration to the press today, government spokesman Rufus Drymiau aforesaid of POK: they are justified a public threat to violent demonstrations, attribute opportunistic vandalism, and conflicts with the police force.  Violence and vandalism a trade mark of itself collecting POK has recently become.  They have thousands of dollars in damage to bldg. and ventures caused, showing have they little care for the benarde situation of people.  President Kapelou will not let their injury uncontested, aforesaid Drymiau continue.",,The Truth,,,
04/01/1995 0:00:00,,TECHNIQUE THAT IT PERFORATES PROHIBITED IN TETHYS,,"CENTER, Tethys - the international hyperactive acid retirement of the substratum of GAStech (HASR) has been prohibited officially by the government of Tethys due to the high probability of the contamination of the water.

GAStech developed the technique that perforated innovator in 1974 absolutely proved guessed right for the extraction of the gas, but the consequences for environment of the technique are judged unacceptable by the government of Tethys due to the high probability of the contamination of the table of the water of the remainders produced during the HASR process.",,The General Post,,,
11/22/1995 0:00:00,,Araullo Announces New Hospital Construction,,"ABILA, Kronos - President Araullo announced today that his government is planning the construction of a new, modern Abila General Hospital.  The old Abila General Hospital, built in 1930, has outdated health care facilities and has suffered numerous electrical fires in the past decade.  This new hospital is the first of many projects we plan to pursue to help upgrade our standard of living and modernize our lifestyle.""",,News Online Today,,,
01/20/2014 0:00:00,,ON SCENE BLOG,,"MODERNIZATION 1545 - these ""dark"" figures are to the center of that what seems to be a event robbing with the victims who are the direction lacking GAStech. Currently we can only speculate on the people number to be involved. In the confusion from the evacuamento of the construction a conteggio exact of it employs you of GAStech is nearly impossible.",,Modern Rubicon,,,
